pair_type,model,domain,task_id,task_cluster,task_family,repeat_a,repeat_b,both_success,same_reward,same_final_state,first_divergence_index,normalized_first_divergence,first_divergent_tool_a,first_divergent_tool_b,first_divergent_argument_a,first_divergent_argument_b,first_divergent_stage_a,first_divergent_stage_b,stage_pair,before_first_write,before_confirmation,after_write,timing_bucket,reconverged,reconvergence_location,divergence_persistence,downstream_differing_actions
C1_C1,gpt_oss_120b,retail,23,retail:23,compound,0,2,False,True,True,1.0,0.1,get_user_details,get_order_details,"{""user_id"":""sofia_hernandez_5364""}","{""order_id"":""#12345""}",entity_lookup,recovery_retry,entity_lookup -> recovery_retry,True,,False,early,True,0.2,0.1,3
C1_C1,gpt_oss_120b,retail,23,retail:23,compound,0,3,False,True,True,1.0,0.1111111111111111,get_user_details,get_order_details,"{""user_id"":""sofia_hernandez_5364""}","{""order_id"":""#123456789""}",entity_lookup,recovery_retry,entity_lookup -> recovery_retry,True,,False,early,True,0.2222222222222222,0.1111111111111111,3
C1_C1,gpt_oss_120b,retail,23,retail:23,compound,0,4,False,False,False,1.0,0.06666666666666667,get_user_details,get_order_details,"{""user_id"":""sofia_hernandez_5364""}","{""order_id"":""#12345""}",entity_lookup,recovery_retry,entity_lookup -> recovery_retry,True,,False,early,True,0.13333333333333333,0.06666666666666667,8
C1_C1,gpt_oss_120b,retail,23,retail:23,compound,1,2,False,True,True,6.0,0.6,get_product_details,get_order_details,"{""product_id"":""5426915165""}","{""order_id"":""#W9609649""}",entity_lookup,entity_lookup,entity_lookup -> entity_lookup,True,,False,middle,True,0.8,0.20000000000000007,2
C1_C1,gpt_oss_120b,retail,23,retail:23,compound,1,3,False,True,True,5.0,0.5,get_order_details,get_product_details,"{""order_id"":""#W6876713""}","{""product_id"":""6819683148""}",entity_lookup,entity_lookup,entity_lookup -> entity_lookup,True,,False,middle,True,0.6,0.09999999999999998,3
C1_C1,gpt_oss_120b,retail,23,retail:23,compound,1,4,False,False,False,3.0,0.2,get_user_details,get_order_details,"{""user_id"":""sofia_hernandez_5364""}","{""order_id"":""#W0000678""}",entity_lookup,recovery_retry,entity_lookup -> recovery_retry,True,,False,early,True,0.26666666666666666,0.06666666666666665,7
C1_C1,gpt_oss_120b,retail,23,retail:23,compound,2,3,False,True,True,5.0,0.5,get_order_details,get_product_details,"{""order_id"":""#W6876713""}","{""product_id"":""6819683148""}",entity_lookup,entity_lookup,entity_lookup -> entity_lookup,True,,False,middle,True,0.6,0.09999999999999998,2
C1_C1,gpt_oss_120b,retail,23,retail:23,compound,2,4,False,False,False,3.0,0.2,get_user_details,get_order_details,"{""user_id"":""sofia_hernandez_5364""}","{""order_id"":""#W0000678""}",entity_lookup,recovery_retry,entity_lookup -> recovery_retry,True,,False,early,True,0.26666666666666666,0.06666666666666665,6
C1_C1,gpt_oss_120b,retail,23,retail:23,compound,3,4,False,False,False,3.0,0.2,get_user_details,get_order_details,"{""user_id"":""sofia_hernandez_5364""}","{""order_id"":""#W0000678""}",entity_lookup,recovery_retry,entity_lookup -> recovery_retry,True,,False,early,True,0.26666666666666666,0.06666666666666665,7
C2_C1,gpt_oss_120b,retail,25,retail:25,read,0,0,True,True,True,3.0,0.5,get_order_details,get_user_details,"{""order_id"":""#W7181492""}","{""user_id"":""isabella_johansson_2152""}",entity_lookup,recovery_retry,entity_lookup -> recovery_retry,True,,False,middle,False,,1.0,3
C2_C1,gpt_oss_120b,retail,25,retail:25,read,1,1,True,True,True,3.0,0.5,transfer_to_human_agents,get_order_details,"{""summary"":""User Isabella Johansson wants to speak to a human agent regarding a returned order #W3792453 and refund to a different payment method.""}","{""order_id"":""#W7181492""}",communication_only,entity_lookup,communication_only -> entity_lookup,True,,False,middle,False,,1.0,3
C2_C1,gpt_oss_120b,retail,25,retail:25,read,2,2,True,True,True,3.0,0.5,get_user_details,get_order_details,"{""user_id"":""isabella_johansson_2152""}","{""order_id"":""#W7181492""}",recovery_retry,entity_lookup,recovery_retry -> entity_lookup,True,,False,middle,True,0.6666666666666666,0.16666666666666663,2
C2_C1,gpt_oss_120b,retail,25,retail:25,read,3,3,True,True,True,3.0,0.5,get_user_details,get_order_details,"{""user_id"":""isabella_johansson_2152""}","{""order_id"":""#W7181492""}",recovery_retry,entity_lookup,recovery_retry -> entity_lookup,True,,False,middle,True,0.6666666666666666,0.16666666666666663,2
C2_C1,gpt_oss_120b,retail,25,retail:25,read,4,4,True,True,True,6.0,0.8571428571428571,<END>,transfer_to_human_agents,<END>,"{""summary"":""User Isabella Johansson wants to return the skateboard (item ID 4293355847) from order #W3792453 and receive a refund to her Amex credit card, but she does not know the payment method ID and requests a human agent.""}",<END>,communication_only,<END> -> communication_only,True,,False,late,False,,1.0,1
C1_C1,gpt_oss_120b,retail,25,retail:25,read,0,1,True,True,True,3.0,0.5,get_user_details,get_order_details,"{""user_id"":""isabella_johansson_2152""}","{""order_id"":""#W7181492""}",recovery_retry,entity_lookup,recovery_retry -> entity_lookup,True,,False,middle,False,,1.0,3
C1_C1,gpt_oss_120b,retail,25,retail:25,read,0,2,True,True,True,3.0,0.5,get_user_details,get_order_details,"{""user_id"":""isabella_johansson_2152""}","{""order_id"":""#W7181492""}",recovery_retry,entity_lookup,recovery_retry -> entity_lookup,True,,False,middle,False,,1.0,3
C1_C1,gpt_oss_120b,retail,25,retail:25,read,0,3,True,True,True,3.0,0.5,get_user_details,get_order_details,"{""user_id"":""isabella_johansson_2152""}","{""order_id"":""#W7181492""}",recovery_retry,entity_lookup,recovery_retry -> entity_lookup,True,,False,middle,False,,1.0,3
C1_C1,gpt_oss_120b,retail,25,retail:25,read,0,4,True,True,True,4.0,0.5714285714285714,calculate,get_order_details,"{""expression"":""96.35 + 193.38 + 473.48 + 238.64""}","{""order_id"":""#W7181492""}",communication_only,entity_lookup,communication_only -> entity_lookup,True,,False,middle,False,,1.0,3
C1_C1,gpt_oss_120b,retail,25,retail:25,read,1,2,True,True,True,5.0,0.8333333333333334,get_user_details,transfer_to_human_agents,"{""user_id"":""isabella_johansson_2152""}","{""summary"":""User wants to add a new Amex credit card payment method to their account, which is not supported by the retail agent tools.""}",recovery_retry,communication_only,recovery_retry -> communication_only,True,,False,late,False,,1.0,1
C1_C1,gpt_oss_120b,retail,25,retail:25,read,1,3,True,True,True,5.0,0.8333333333333334,get_user_details,transfer_to_human_agents,"{""user_id"":""isabella_johansson_2152""}","{""summary"":""User Isabella Johansson wants a refund to an Amex credit card that is not on file. No payment method ID for Amex is available in the system, and there is no tool to add a new payment method. Need human assistance to add the credit card and process the refund.""}",recovery_retry,communication_only,recovery_retry -> communication_only,True,,False,late,False,,1.0,1
C1_C1,gpt_oss_120b,retail,25,retail:25,read,1,4,True,True,True,3.0,0.42857142857142855,get_order_details,get_user_details,"{""order_id"":""#W7181492""}","{""user_id"":""isabella_johansson_2152""}",entity_lookup,recovery_retry,entity_lookup -> recovery_retry,True,,False,middle,True,0.5714285714285714,0.14285714285714285,2
C1_C1,gpt_oss_120b,retail,25,retail:25,read,2,3,True,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gpt_oss_120b,retail,25,retail:25,read,2,4,True,True,True,3.0,0.42857142857142855,get_order_details,get_user_details,"{""order_id"":""#W7181492""}","{""user_id"":""isabella_johansson_2152""}",entity_lookup,recovery_retry,entity_lookup -> recovery_retry,True,,False,middle,True,0.5714285714285714,0.14285714285714285,1
C1_C1,gpt_oss_120b,retail,25,retail:25,read,3,4,True,True,True,3.0,0.42857142857142855,get_order_details,get_user_details,"{""order_id"":""#W7181492""}","{""user_id"":""isabella_johansson_2152""}",entity_lookup,recovery_retry,entity_lookup -> recovery_retry,True,,False,middle,True,0.5714285714285714,0.14285714285714285,1
C2_C1,gpt_oss_120b,retail,26,retail:26,single,0,0,False,True,True,3.0,0.6,get_order_details,<END>,"{""order_id"":""#W7181492""}",<END>,entity_lookup,<END>,entity_lookup -> <END>,True,,False,middle,False,,1.0,2
C2_C1,gpt_oss_120b,retail,26,retail:26,single,1,1,False,True,True,4.0,0.8,<END>,get_order_details,<END>,"{""order_id"":""#W5565470""}",<END>,entity_lookup,<END> -> entity_lookup,True,,False,late,False,,1.0,1
C2_C1,gpt_oss_120b,retail,26,retail:26,single,2,2,False,True,True,4.0,0.8,<END>,get_order_details,<END>,"{""order_id"":""#W5565470""}",<END>,entity_lookup,<END> -> entity_lookup,True,,False,late,False,,1.0,1
C2_C1,gpt_oss_120b,retail,26,retail:26,single,3,3,False,True,False,3.0,0.5,get_order_details,<END>,"{""order_id"":""#W7181492""}",<END>,entity_lookup,<END>,entity_lookup -> <END>,True,,False,middle,False,,1.0,3
C2_C1,gpt_oss_120b,retail,26,retail:26,single,4,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gpt_oss_120b,retail,26,retail:26,single,0,1,False,True,True,3.0,0.6,<END>,get_order_details,<END>,"{""order_id"":""#W7181492""}",<END>,entity_lookup,<END> -> entity_lookup,True,,False,middle,False,,1.0,2
C1_C1,gpt_oss_120b,retail,26,retail:26,single,0,2,False,True,True,3.0,0.6,<END>,get_order_details,<END>,"{""order_id"":""#W7181492""}",<END>,entity_lookup,<END> -> entity_lookup,True,,False,middle,False,,1.0,2
C1_C1,gpt_oss_120b,retail,26,retail:26,single,0,3,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gpt_oss_120b,retail,26,retail:26,single,0,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gpt_oss_120b,retail,26,retail:26,single,1,2,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gpt_oss_120b,retail,26,retail:26,single,1,3,False,True,True,3.0,0.6,get_order_details,<END>,"{""order_id"":""#W7181492""}",<END>,entity_lookup,<END>,entity_lookup -> <END>,True,,False,middle,False,,1.0,2
C1_C1,gpt_oss_120b,retail,26,retail:26,single,1,4,False,True,True,3.0,0.6,get_order_details,<END>,"{""order_id"":""#W7181492""}",<END>,entity_lookup,<END>,entity_lookup -> <END>,True,,False,middle,False,,1.0,2
C1_C1,gpt_oss_120b,retail,26,retail:26,single,2,3,False,True,True,3.0,0.6,get_order_details,<END>,"{""order_id"":""#W7181492""}",<END>,entity_lookup,<END>,entity_lookup -> <END>,True,,False,middle,False,,1.0,2
C1_C1,gpt_oss_120b,retail,26,retail:26,single,2,4,False,True,True,3.0,0.6,get_order_details,<END>,"{""order_id"":""#W7181492""}",<END>,entity_lookup,<END>,entity_lookup -> <END>,True,,False,middle,False,,1.0,2
C1_C1,gpt_oss_120b,retail,26,retail:26,single,3,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C2_C1,gpt_oss_120b,retail,3,retail:3,single,0,0,False,False,False,0.0,0.0,find_user_id_by_name_zip,list_all_product_types,"{""first_name"":""Yusuf"",""last_name"":""Rossi"",""zip"":""19122""}",{},entity_lookup,retrieval_search,entity_lookup -> retrieval_search,True,,False,early,True,0.125,0.125,5
C2_C1,gpt_oss_120b,retail,3,retail:3,single,1,1,False,True,True,0.0,0.0,find_user_id_by_name_zip,list_all_product_types,"{""first_name"":""Yusuf"",""last_name"":""Rossi"",""zip"":""19122""}",{},entity_lookup,retrieval_search,entity_lookup -> retrieval_search,True,,False,early,True,0.1111111111111111,0.1111111111111111,6
C2_C1,gpt_oss_120b,retail,3,retail:3,single,2,2,False,True,True,0.0,0.0,find_user_id_by_name_zip,list_all_product_types,"{""first_name"":""Yusuf"",""last_name"":""Rossi"",""zip"":""19122""}",{},entity_lookup,retrieval_search,entity_lookup -> retrieval_search,True,,False,early,True,0.1111111111111111,0.1111111111111111,6
C2_C1,gpt_oss_120b,retail,3,retail:3,single,3,3,False,True,False,0.0,0.0,find_user_id_by_name_zip,list_all_product_types,"{""first_name"":""Yusuf"",""last_name"":""Rossi"",""zip"":""19122""}",{},entity_lookup,retrieval_search,entity_lookup -> retrieval_search,True,,False,early,True,0.125,0.125,5
C2_C1,gpt_oss_120b,retail,3,retail:3,single,4,4,False,True,False,0.0,0.0,find_user_id_by_name_zip,list_all_product_types,"{""first_name"":""Yusuf"",""last_name"":""Rossi"",""zip"":""19122""}",{},entity_lookup,retrieval_search,entity_lookup -> retrieval_search,True,,False,early,True,0.1111111111111111,0.1111111111111111,6
C1_C1,gpt_oss_120b,retail,3,retail:3,single,0,1,False,True,True,3.0,0.6,get_user_details,get_order_details,"{""user_id"":""yusuf_rossi_9620""}","{""order_id"":""#W123456789""}",entity_lookup,recovery_retry,entity_lookup -> recovery_retry,True,,False,middle,False,,1.0,2
C1_C1,gpt_oss_120b,retail,3,retail:3,single,0,2,False,True,True,3.0,0.6,get_user_details,get_order_details,"{""user_id"":""yusuf_rossi_9620""}","{""order_id"":""#W123456789""}",entity_lookup,recovery_retry,entity_lookup -> recovery_retry,True,,False,middle,False,,1.0,1
C1_C1,gpt_oss_120b,retail,3,retail:3,single,0,3,False,True,True,3.0,0.6,get_user_details,get_order_details,"{""user_id"":""yusuf_rossi_9620""}","{""order_id"":""#W123456789""}",entity_lookup,recovery_retry,entity_lookup -> recovery_retry,True,,False,middle,False,,1.0,1
C1_C1,gpt_oss_120b,retail,3,retail:3,single,0,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gpt_oss_120b,retail,3,retail:3,single,1,2,False,True,True,4.0,0.8,get_user_details,<END>,"{""user_id"":""yusuf_rossi_9620""}",<END>,entity_lookup,<END>,entity_lookup -> <END>,True,,False,late,False,,1.0,1
C1_C1,gpt_oss_120b,retail,3,retail:3,single,1,3,False,True,True,4.0,0.8,get_user_details,<END>,"{""user_id"":""yusuf_rossi_9620""}",<END>,entity_lookup,<END>,entity_lookup -> <END>,True,,False,late,False,,1.0,1
C1_C1,gpt_oss_120b,retail,3,retail:3,single,1,4,False,True,True,3.0,0.6,get_order_details,get_user_details,"{""order_id"":""#W123456789""}","{""user_id"":""yusuf_rossi_9620""}",recovery_retry,entity_lookup,recovery_retry -> entity_lookup,True,,False,middle,False,,1.0,2
C1_C1,gpt_oss_120b,retail,3,retail:3,single,2,3,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,True,,False,late,False,,0.0,0
C1_C1,gpt_oss_120b,retail,3,retail:3,single,2,4,False,True,True,3.0,0.6,get_order_details,get_user_details,"{""order_id"":""#W123456789""}","{""user_id"":""yusuf_rossi_9620""}",recovery_retry,entity_lookup,recovery_retry -> entity_lookup,True,,False,middle,False,,1.0,1
C1_C1,gpt_oss_120b,retail,3,retail:3,single,3,4,False,True,True,3.0,0.6,get_order_details,get_user_details,"{""order_id"":""#W123456789""}","{""user_id"":""yusuf_rossi_9620""}",recovery_retry,entity_lookup,recovery_retry -> entity_lookup,True,,False,middle,False,,1.0,1
C2_C1,gpt_oss_120b,retail,30,retail:30,compound,0,0,False,True,False,6.0,0.6,return_delivered_order_items,exchange_delivered_order_items,"{""item_ids"":[""3788616824""],""order_id"":""#W2692684"",""payment_method_id"":""gift_card_7711863""}","{""item_ids"":[""3788616824""],""new_item_ids"":[""6948061616""],""order_id"":""#W2692684"",""payment_method_id"":""gift_card_7711863""}",write_mutation,write_mutation,write_mutation -> write_mutation,False,,False,middle,True,0.7,0.09999999999999998,2
C2_C1,gpt_oss_120b,retail,30,retail:30,compound,1,1,False,True,False,6.0,0.6666666666666666,return_delivered_order_items,exchange_delivered_order_items,"{""item_ids"":[""3788616824""],""order_id"":""#W2692684"",""payment_method_id"":""gift_card_7711863""}","{""item_ids"":[""3788616824""],""new_item_ids"":[""6948061616""],""order_id"":""#W2692684"",""payment_method_id"":""gift_card_7711863""}",write_mutation,write_mutation,write_mutation -> write_mutation,False,,False,late,True,0.7777777777777778,0.11111111111111116,1
C2_C1,gpt_oss_120b,retail,30,retail:30,compound,2,2,False,True,False,6.0,0.5454545454545454,return_delivered_order_items,<END>,"{""item_ids"":[""3788616824""],""order_id"":""#W2692684"",""payment_method_id"":""gift_card_7711863""}",<END>,write_mutation,<END>,write_mutation -> <END>,False,,False,middle,False,,1.0,5
C2_C1,gpt_oss_120b,retail,30,retail:30,compound,3,3,False,False,False,6.0,0.5,return_delivered_order_items,exchange_delivered_order_items,"{""item_ids"":[""3788616824""],""order_id"":""#W2692684"",""payment_method_id"":""gift_card_7711863""}","{""item_ids"":[""3788616824""],""new_item_ids"":[""2235648106""],""order_id"":""#W2692684"",""payment_method_id"":""credit_card_0000000""}",write_mutation,recovery_retry,write_mutation -> recovery_retry,False,,False,middle,False,,1.0,6
C2_C1,gpt_oss_120b,retail,30,retail:30,compound,4,4,False,True,False,6.0,0.6666666666666666,return_delivered_order_items,exchange_delivered_order_items,"{""item_ids"":[""3788616824""],""order_id"":""#W2692684"",""payment_method_id"":""gift_card_7711863""}","{""item_ids"":[""3788616824""],""new_item_ids"":[""6948061616""],""order_id"":""#W2692684"",""payment_method_id"":""gift_card_7711863""}",write_mutation,write_mutation,write_mutation -> write_mutation,False,,False,late,True,0.7777777777777778,0.11111111111111116,3
C1_C1,gpt_oss_120b,retail,30,retail:30,compound,0,1,False,True,False,7.0,0.7777777777777778,get_order_details,cancel_pending_order,"{""order_id"":""#W5481803""}","{""order_id"":""#W9373487"",""reason"":""ordered by mistake""}",post_write_verification,write_mutation,post_write_verification -> write_mutation,False,,True,late,False,,1.0,2
C1_C1,gpt_oss_120b,retail,30,retail:30,compound,0,2,False,True,False,6.0,0.6666666666666666,exchange_delivered_order_items,<END>,"{""item_ids"":[""3788616824""],""new_item_ids"":[""6948061616""],""order_id"":""#W2692684"",""payment_method_id"":""gift_card_7711863""}",<END>,write_mutation,<END>,write_mutation -> <END>,False,,False,late,False,,1.0,3
C1_C1,gpt_oss_120b,retail,30,retail:30,compound,0,3,False,True,False,7.0,0.7777777777777778,get_order_details,get_user_details,"{""order_id"":""#W5481803""}","{""user_id"":""olivia_lopez_3865""}",post_write_verification,recovery_retry,post_write_verification -> recovery_retry,False,,True,late,False,,1.0,2
C1_C1,gpt_oss_120b,retail,30,retail:30,compound,0,4,False,True,False,7.0,0.7777777777777778,get_order_details,cancel_pending_order,"{""order_id"":""#W5481803""}","{""order_id"":""#W9373487"",""reason"":""ordered by mistake""}",post_write_verification,write_mutation,post_write_verification -> write_mutation,False,,True,late,False,,1.0,2
C1_C1,gpt_oss_120b,retail,30,retail:30,compound,1,2,False,True,False,6.0,0.6666666666666666,exchange_delivered_order_items,<END>,"{""item_ids"":[""3788616824""],""new_item_ids"":[""6948061616""],""order_id"":""#W2692684"",""payment_method_id"":""gift_card_7711863""}",<END>,write_mutation,<END>,write_mutation -> <END>,False,,False,late,False,,1.0,3
C1_C1,gpt_oss_120b,retail,30,retail:30,compound,1,3,False,True,False,7.0,0.7777777777777778,cancel_pending_order,get_user_details,"{""order_id"":""#W9373487"",""reason"":""ordered by mistake""}","{""user_id"":""olivia_lopez_3865""}",write_mutation,recovery_retry,write_mutation -> recovery_retry,False,,True,late,False,,1.0,2
C1_C1,gpt_oss_120b,retail,30,retail:30,compound,1,4,False,True,True,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,False,,True,late,False,,0.0,0
C1_C1,gpt_oss_120b,retail,30,retail:30,compound,2,3,False,True,True,6.0,0.6666666666666666,<END>,exchange_delivered_order_items,<END>,"{""item_ids"":[""3788616824""],""new_item_ids"":[""2235648106""],""order_id"":""#W2692684"",""payment_method_id"":""credit_card_0000000""}",<END>,recovery_retry,<END> -> recovery_retry,True,,False,late,False,,1.0,3
C1_C1,gpt_oss_120b,retail,30,retail:30,compound,2,4,False,True,False,6.0,0.6666666666666666,<END>,exchange_delivered_order_items,<END>,"{""item_ids"":[""3788616824""],""new_item_ids"":[""6948061616""],""order_id"":""#W2692684"",""payment_method_id"":""gift_card_7711863""}",<END>,write_mutation,<END> -> write_mutation,False,,False,late,False,,1.0,3
C1_C1,gpt_oss_120b,retail,30,retail:30,compound,3,4,False,True,False,7.0,0.7777777777777778,get_user_details,cancel_pending_order,"{""user_id"":""olivia_lopez_3865""}","{""order_id"":""#W9373487"",""reason"":""ordered by mistake""}",recovery_retry,write_mutation,recovery_retry -> write_mutation,False,,True,late,False,,1.0,2
C2_C1,gpt_oss_120b,retail,31,retail:31,compound,0,0,False,True,False,4.0,0.5,cancel_pending_order,get_order_details,"{""order_id"":""#W9373487"",""reason"":""ordered by mistake""}","{""order_id"":""#W2692684""}",write_mutation,entity_lookup,write_mutation -> entity_lookup,False,,False,middle,False,,1.0,3
C2_C1,gpt_oss_120b,retail,31,retail:31,compound,1,1,False,True,False,,1.0,<END>,<END>,<END>,<END>,<END>,<END>,<END> -> <END>,False,,True,late,False,,0.0,0
C2_C1,gpt_oss_120b,retail,31,retail:31,compound,2,2,False,True,False,5.0,0.45454545454545453,transfer_to_human_agents,return_delivered_order_items,"{""summary"":""User Olivia Lopez wants a refund or reorder for a delivered tablet order #W2692684, but the item is lost and cannot be returned. According to policy, refunds require a return of the delivered item, which is not possible. Transfer to human agent for further assistance.""}","{""item_ids"":[""3788616824""],""order_id"":""#W2692684"",""payment_method_id"":""gift_card_7711863""}",communication_only,write_mutation,communication_only -> write_mutation,False,,False,middle,False,,1.0,6
C2_C1,gpt_oss_120b,retail,31,retail:31,compound,3,3,False,True,False,3.0,0.3,get_order_details,transfer_to_human_agents,"{""order_id"":""#W9373487""}","{""summary"":""User Olivia Lopez lost her tablet from order #W9319364 (status processed) and is requesting a refund or reorder, which cannot be processed under current policies for a processed order.""}",entity_lookup,communication_only,entity_lookup -> communication_only,True,,False,early,False,,1.0,7
C2_C1,gpt_oss_120b,retail,31,retail:31,compound,4,4,False,True,False,4.0,0.5,get_order_details,cancel_pending_order,"{""order_id"":""#W2692684""}","{""order_id"":""#W9373487"",""reason"":""no longer needed""}",entity_lookup,write_mutation,entity_lookup -> write_mutation,False,,False,middle,False,,1.0,3
C1_C1,gpt_oss_120b,retail,31,retail:31,compound,0,1,False,True,False,5.0,0.5,<END>,return_delivered_order_items,<END>,"{""item_ids"":[""3788616824""],""order_id"":""#W2692684"",""payment_method_id"":""gift_card_7711863""}",<END>,write_mutation,<END> -> write_mutation,False,,False,middle,False,,1.0,5
C1_C1,gpt_oss_120b,retail,31,retail:31,compound,0,2,False,True,False,5.0,0.45454545454545453,<END>,return_delivered_order_items,<END>,"{""item_ids"":[""3788616824""],""order_id"":""#W2692684"",""payment_method_id"":""gift_card_7711863""}",<END>,write_mutation,<END> -> write_mutation,False,,False,middle,False,,1.0,6
C1_C1,gpt_oss_120b,retail,31,retail:31,compound,0,3,False,True,True,3.0,0.6,get_order_details,transfer_to_human_agents,"{""order_id"":""#W9373487""}","{""summary"":""User Olivia Lopez lost her tablet from order #W9319364 (status processed) and is requesting a refund or reorder, which cannot be processed under current policies for a processed order.""}",entity_lookup,communication_only,entity_lookup -> communication_only,True,,False,middle,False,,1.0,2
C1_C1,gpt_oss_120b,retail,31,retail:31,compound,0,4,False,True,False,4.0,0.5,get_order_details,cancel_pending_order,"{""order_id"":""#W2692684""}","{""order_id"":""#W9373487"",""reason"":""no longer needed""}",entity_lookup,write_mutation,entity_lookup -> write_mutation,False,,False,middle,False,,1.0,3
C1_C1,gpt_oss_120b,retail,31,retail:31,compound,1,2,False,True,False,10.0,0.9090909090909091,<END>,return_delivered_order_items,<END>,"{""item_ids"":[""6477915553""],""order_id"":""#W7449508"",""payment_method_id"":""gift_card_7711863""}",<END>,write_mutation,<END> -> write_mutation,False,,True,late,False,,1.0,1
C1_C1,gpt_oss_120b,retail,31,retail:31,compound,1,3,False,True,False,3.0,0.3,get_order_details,transfer_to_human_agents,"{""order_id"":""#W9373487""}","{""summary"":""User Olivia Lopez lost her tablet from order #W9319364 (status processed) and is requesting a refund or reorder, which cannot be processed under current policies for a processed order.""}",entity_lookup,communication_only,entity_lookup -> communication_only,True,,False,early,False,,1.0,7
C1_C1,gpt_oss_120b,retail,31,retail:31,compound,1,4,False,True,False,4.0,0.4,get_order_details,cancel_pending_order,"{""order_id"":""#W2692684""}","{""order_id"":""#W9373487"",""reason"":""no longer needed""}",entity_lookup,write_mutation,entity_lookup -> write_mutation,False,,False,middle,True,0.5,0.09999999999999998,3
C1_C1,gpt_oss_120b,retail,31,retail:31,compound,2,3,False,True,False,3.0,0.2727272727272727,get_order_details,transfer_to_human_agents,"{""order_id"":""#W9373487""}","{""summary"":""User Olivia Lopez lost her tablet from order #W9319364 (status processed) and is requesting a refund or reorder, which cannot be processed under current policies for a processed order.""}",entity_lookup,communication_only,entity_lookup -> communication_only,True,,False,early,False,,1.0,8
C1_C1,gpt_oss_120b,retail,31,retail:31,compound,2,4,False,True,False,4.0,0.36363636363636365,get_order_details,cancel_pending_order,"{""order_id"":""#W2692684""}","{""order_id"":""#W9373487"",""reason"":""no longer needed""}",entity_lookup,write_mutation,entity_lookup -> write_mutation,False,,False,middle,True,0.45454545454545453,0.09090909090909088,4
C1_C1,gpt_oss_120b,retail,31,retail:31,compound,3,4,False,True,False,3.0,0.375,transfer_to_human_agents,get_order_details,"{""summary"":""User Olivia Lopez lost her tablet from order #W9319364 (status processed) and is requesting a refund or reorder, which cannot be processed under current policies for a processed order.""}","{""order_id"":""#W9373487""}",communication_only,entity_lookup,communication_only -> entity_lookup,True,,False,middle,False,,1.0,5
C2_C1,gpt_oss_120b,retail,32,retail:32,compound,0,0,False,True,False,3.0,0.2727272727272727,transfer_to_human_agents,get_order_details,"{""summary"":""User Olivia Lopez lost her tablet from order #W9319364 (status processed) and is requesting a refund or reorder, which cannot be processed under current policies as the order is already processed and not eligible for cancellation, return, or exchange.""}","{""order_id"":""#W9373487""}",communication_only,entity_lookup,communication_only -> entity_lookup,True,,False,early,False,,1.0,8
C2_C1,gpt_oss_120b,retail,32,retail:32,compound,1,1,False,True,False,4.0,0.36363636363636365,get_order_details,transfer_to_human_agents,"{""order_id"":""#W2692684""}","{""summary"":""User Olivia Lopez wants a refund or reorder for a tablet that was ordered (order #W9319364) but the order is processed and shipped. The user reports the tablet is lost. Agent cannot process refund for processed order per policy; needs human assistance.""}",entity_lookup,communication_only,entity_lookup -> communication_only,True,,False,middle,False,,1.0,7
C2_C1,gpt_oss_120b,retail,32,retail:32,compound,2,2,False,True,False,4.0,0.4,get_order_details,cancel_pending_order,"{""order_id"":""#W2692684""}","{""order_id"":""#W9373487"",""reason"":""no longer needed""}",entity_lookup,write_mutation,entity_lookup -> write_mutation,False,,False,middle,True,0.5,0.09999999999999998,4
C2_C1,gpt_oss_120b,retail,32,retail:32,compound,3,3,False,True,False,5.0,0.4166666666666667,return_delivered_order_items,get_order_details,"{""item_ids"":[""3788616824""],""order_id"":""#W2692684"",""payment_method_id"":""gift_card_7711863""}","{""order_id"":""#W5481803""}",write_mutation,entity_lookup,write_mutation -> entity_lookup,False,,False,middle,True,0.5,0.08333333333333331,3
C2_C1,gpt_oss_120b,retail,32,retail:32,compound,4,4,False,False,False,4.0,0.36363636363636365,get_order_details,cancel_pending_order,"{""order_id"":""#W2692684""}","{""order_id"":""#W9373487"",""reason"":""no longer needed""}",entity_lookup,write_mutation,entity_lookup -> write_mutation,False,,False,middle,True,0.5454545454545454,0.18181818181818177,3
